"","V1","V2","V3","V4"
"1",0.0771525216987357,-0.06507789704483,0.685250018024817,-0.0699987657135352
"2",0.233558698673733,0.312795702251606,0.0660990370670334,0.14121303067077
"3",-0.535799966426566,-0.128180496278219,-0.129413510556333,-0.196731823612936
"4",0.441513481666334,-0.0902524685952812,0.381712737958878,0.193831697339192
"5",-0.180275193415582,0.169156504911371,-0.222303136135451,-0.583296863478608
"6",-0.384570790920407,0.25208338117227,-0.123529830481857,0.432293751044199
"7",-0.234725291607901,0.235137191950344,-0.269440136267804,-0.468463321099989
"8",0.423441451974213,-0.60960751993116,-0.04983143764548,0.0172581898514181
"9",0.149983438896015,-0.250764689524658,-0.0170804494991899,0.681710741249844
"10",0.0739269840996712,0.681136857834645,0.128225029679015,-0.143234577379189
"11",0.22184021899011,-0.27026907436084,-0.288419983698986,-0.420348553103395
"12",0.259498638915829,0.355616606888361,0.0317035886691883,0.239757674513385
"13",-0.381414482952096,0.348202808294445,0.521179747651331,-0.00370909937191755
"14",-0.168136455235071,-0.380326508777216,-0.583355308044702,-0.165008347132243
"15",0.107902970979922,-0.424660855787806,-0.0828479969641194,-0.42301399691496
"16",0.00344934489112347,-0.219143142225221,0.22497773822397,-0.187929065083154
"17",-0.216831928817555,0.0505319181829691,0.36050154059194,-0.418345593265258
"18",-0.130880822078325,-0.351469969726168,0.194959580199793,-0.474257263820618
"19",0.545466167153791,0.369852006202564,0.252426974591799,0.177026809891686
"20",-0.191642909660004,0.0447535287821665,0.562023514299653,0.122625149670057
"21",0.509651647182181,-0.281327752629295,0.312435483327135,-0.352473290869966
"22",0.141514791059308,-0.028065299266018,-0.352450902806595,0.0968856521649286
"23",-0.139751110109501,0.238845486310311,-0.521480074734427,0.109300587326288
"24",-0.146139986696653,0.570369811845012,-0.203862202819437,-0.31764107896015
"25",-0.670734085841104,-0.157169798039831,-0.0332319302251562,0.0903798955259845
"26",0.297392392298207,0.623525307630189,0.177526841056533,-0.107367736869492
"27",0.0702392348321155,0.243476463016123,-0.492452259175479,0.199583039735444
"28",0.139568477519788,-0.348717851797119,0.0466055982979015,0.427937506930903
"29",0.0246673413785174,0.114778531948105,-0.245503191137686,-0.229013052885421
"30",-0.0713124086614698,-0.011560006882064,-0.165619332692586,-0.0530010871589184
"31",0.356696104514413,0.501081463764422,-0.27859382936731,-0.0111501782666892
"32",-0.127896998310462,-0.570892830030061,0.0390444902004674,-0.412389973760583
"33",0.253157276194543,-0.121626154636033,-0.26498251024168,0.502882979926653
"34",-0.140088200569153,-0.0252484960947186,-0.117232574732043,-0.235786797478795
"35",0.127350140246563,0.391235438059084,-0.190935908351094,0.403790866839699
"36",-0.156826711376198,-0.0752962738042697,0.309752851724625,-0.626245881314389
"37",0.758968870271929,0.271181326825172,-0.27457612787839,0.497352897073142
"38",0.57275812397711,-0.00307659571990371,-0.335925491061062,-0.461965021910146
"39",1.07118920201901,0.216360330814496,0.144395316950977,-0.267093936447054
"40",1.58667146868538,0.189385421108454,-0.295642627053894,-0.167693004361354
"41",0.674489306169562,0.125808503944427,0.347561488277279,-0.501718633342534
"42",0.787085445132107,0.259998722118326,0.0357339024776593,-0.22529731085524
"43",1.12740483600646,-0.343832970829681,-0.404854619409889,0.286811747238971
"44",0.891142421052791,0.38383088959381,0.243578259833157,-0.0832089046016335
"45",0.798181404359639,-0.482979278080165,0.0540805809432641,0.00592306803446263
"46",0.773079240578227,0.493876235210337,0.0533120875479653,-0.338181954575703
"47",1.45335732563399,-0.172239593113773,-0.258603901485913,-0.442591945524327
"48",1.10407399397809,0.582082785665989,0.04457113717217,0.130437985179015
"49",1.22539225057699,0.230650023557246,-0.157119357842021,0.468457242823206
"50",0.869958112132736,-0.722453874419443,0.100101124146022,-0.0149048203602433
"51",0.605844546109438,0.279735526652075,-0.411272365017794,-0.272258117794991
"52",0.746496742940508,-0.188745918218046,0.194618135690689,-0.605049385456368
"53",0.793602568679489,-0.293283314094879,0.388703009113669,0.517251936485991
"54",0.963625758537091,0.100679199211299,0.354930519126356,0.536171136656776
"55",0.379416839918122,-0.325496480916627,-0.119347648462281,0.130917186266743
"56",1.46004164440092,-0.447007186710835,-0.0608629924245179,-0.0777853291947395
"57",1.05934137105942,-0.539844675105996,-0.324432334746234,0.124545892816968
"58",0.751881941803731,0.197683307575062,0.0696393881225958,-0.185333260218613
"59",0.528809522627853,-0.106589113245718,0.196160397841595,0.0312635268783197
"60",1.23943200579379,0.344041396980174,-0.0197656899690628,-0.173315076506697
"61",1.16180194157641,0.384305026964284,0.52086194709409,0.169169473461807
"62",1.02067170874216,-0.395490166498348,0.113153504789807,-0.026613132795319
"63",0.747320487396792,-0.139096065075137,0.203051365446299,0.462918067350984
"64",0.579133818973787,-0.0158582939766347,0.451723104226403,-0.138554013334215
"65",0.692513906862587,-0.560875821858644,0.134852435672656,0.0925134132849053
"66",0.944462816813029,0.331260525039397,0.24975857581012,0.108110580942594
"67",0.886678142589517,-0.686458981828764,0.221163215464912,-0.0470712563255802
"68",1.01152429473586,0.0720484312623739,-0.539030715823174,-0.49534642486833
"69",1.39297798473854,0.0410924109164625,0.541484036366455,0.260332481819205
"70",0.639140005223453,-0.415678024641238,0.0984815151896328,0.384975199238397
"71",1.2544053188758,0.0697841914370656,0.467195486649871,0.388750203070231
"72",1.13679063552991,0.0471140036825091,-0.174094992689788,-0.270670155761763
"73",0.296919867745601,1.27672970946878,-0.22797742090188,0.0820227441145107
"74",0.713834540219977,0.985336297308095,-0.166244515450671,-0.123667560168542
"75",-0.127113820170052,0.706078703631647,0.0904208061983809,-0.516188774141483
"76",0.218141273595393,0.341893921489827,-0.135081107262522,-0.111142298905179
"77",0.012237127055414,0.924399866140448,0.184892075252719,-0.540033103432506
"78",0.479767001699656,0.654112671152689,-0.325724378228188,0.214832339202985
"79",-0.0631848043994978,1.31753886898514,0.629772086511366,0.19066605088301
"80",0.108223019284196,0.850253767566755,0.0981980710057542,0.494435818050988
"81",0.213170729228295,0.837248127558269,0.314369782106951,-0.586763890343718
"82",0.521608736598864,0.966830218792893,0.41053818364162,-0.306899879244156
"83",-0.651557832257822,0.910799687262625,-0.0568517132196575,-0.238598444731906
"84",0.08949761884287,1.21219395881053,-0.0473518220242113,-0.331164284027182
"85",-0.0581751444842666,1.43910751258954,0.128348364494741,-0.157861521234736
"86",0.466856024460867,0.727844640845433,0.122171007329598,-0.0667665631044656
"87",-0.346794825280085,1.08276580716483,-0.403153673512861,0.0648493469925597
"88",-0.0786447882419452,0.445432205335237,0.18258897413034,0.0719914248911664
"89",-0.526133679435588,1.08931880386081,-0.10967163532041,-0.0784048524219543
"90",0.499942157417536,1.32938092411496,-0.0646698666969314,0.0318963944446295
"91",0.587844404275529,1.05911609902978,0.0829703877680004,-0.33534017438069
"92",0.238796888734214,0.615152863669209,-0.317600692855194,0.323671437799931
"93",0.341300449683331,0.509564558044076,-0.290533111779951,-0.195139084942639
"94",-0.161503119044937,0.507905248552561,-0.270536820986308,-0.129667403642088
"95",-0.0306838830001652,0.836843175115064,-0.301315836491995,-0.38353762566112
"96",0.304469255846925,1.10162256041076,0.331963899428956,0.378666320233606
"97",-0.177866104873829,0.682015421916731,0.0475249907467514,-0.360530892969109
"98",-0.424224325572141,0.858437900082208,0.188502473174594,0.192607205710374
"99",-0.186234844964929,0.561048249714077,-0.0611387741519138,-0.387746624881402
"100",0.3300756867975,0.845869007869624,-0.608997911098413,0.202344607561827
"101",0.289370499900542,1.14140945707913,-0.564213522942737,0.0826171541120857
"102",-0.632260604761541,0.732616137014702,0.187358305323869,-0.0896372257266194
"103",-0.0694404125679284,1.09927360748406,0.55909656942822,0.0818447694182396
"104",0.356478310888633,1.18469374300912,-0.283457391313277,-0.161705273087136
"105",0.093775213113986,0.663848519208841,0.35333760548383,0.0739196907961741
"106",-0.230809434084222,1.02244845218956,0.473651921376586,0.039408853976056
"107",0.405895570409484,1.35017283249181,0.508358997409232,0.10357326362282
"108",0.713047519675456,0.826567783951759,-0.0169896972365677,-0.013835653080605
