"x1","x2","x3","x4","x5","x6","y","z"
-0.560475646552213,-1.99159744970267,-1.53481116656874,-0.601229911456316,0.39309955312004,"b","0",0.05282734753564
-0.23017748948328,-2.07991008753239,0.710813637382892,-1.31102853114585,1.30022637733453,"a","0",0.0936174842063338
1.55870831414912,-0.0359604811533252,-1.62476751486509,-5.79266116073597,1.34200837580399,"b","0",0.352276670513675
0.070508391424576,-0.264350265713469,3.65768294112922,-2.78913833820649,-2.56831553026446,"a","0",0.725229975068942
0.129287735160946,-5.09868554950086,0.522407625318448,10.3939609285195,-4.05221916557906,"a","0",0.0285692131146789
1.71506498688328,2.08114691143875,-1.84580494828943,-0.149660054536197,4.41065212874165,"a","1",0.800132669974118
0.460916205989202,0.49945147197038,-5.42067889225598,3.65396756177328,0.462779859822334,"a","0",0.273628919618204
-1.26506123460653,4.83241474629666,-1.93104331768812,-0.738105993058914,0.751284520369613,"b","1",0.594789588125423
-0.686852851893526,1.37039647610219,6.13805655639845,2.43929718464579,-2.3859370365962,"b","1",0.958394340239465
-0.445661970099958,-0.893918617923985,-1.68228726339319,-0.210907235951898,2.26509968362017,"b","0",0.017136714188382
1.22408179743946,5.59478229391619,-2.50799791755857,5.45568782272583,3.6789535899033,"b","1",0.558382510673255
0.359813827057364,5.66445204783101,1.95884250833354,-2.01453366853753,3.0557402090968,"a","1",0.568107119062915
0.400771450594052,-2.43742363258036,1.3238793745288,-6.8362406747268,-4.04725404551552,"a","0",0.392477247165516
0.11068271594512,0.938063911910848,2.25488716977383,3.5941987325108,-2.08101599726659,"b","1",0.791594217997044
-0.555841134754075,-0.4224938372643,-0.833925255466012,-0.950936105977267,0.19558320358104,"b","0",0.125589664792642
1.78691313680308,0.374102293108025,3.36796264877902,5.85363032212101,1.39368159877139,"a","0",0.0947599478531629
0.497850478229239,0.455085457137628,-3.51782658059403,0.497513065917229,-1.0877770332202,"b","0",0.30663907318376
-1.96661715662964,-2.5238009257381,-0.146630303920977,5.81496337533242,-1.71709860388805,"b","0",0.00057752663269639
0.701355901563686,0.571179160485123,-2.11242101165387,1.4009078380297,0.459571872671687,"a","0",0.211554980138317
-0.472791407727934,3.49849472628359,2.04227591405155,-1.39610191863909,-1.88528630321506,"b","1",0.829614120768383
-1.06782370598685,-0.328180008269605,0.390020284206409,2.90239443127932,4.08700860420871,"b","0",0.446202645543963
-0.217974914658295,-0.325853421396908,3.32912424531041,-1.83695371848588,-3.65099079979968,"b","0",0.147056865738705
-1.02600444830724,2.79714401267493,6.17550260694404,6.73903692501574,1.01758441480023,"b","1",0.518994567682967
-0.72889122929114,1.7967924813659,0.421966595174952,0.586336067214035,-3.99265441346033,"b","1",0.805927876615897
-0.625039267849257,-3.29698963676257,-1.60384995659515,-8.11942837171837,-0.988645834375832,"b","0",0.59874602756463
-1.68669331074241,0.457113946524374,-2.47055017955611,-1.88868032042412,2.96867456831524,"b","0",0.415194407338277
0.837787044494525,3.30709446935547,-0.789101946691934,-6.52948770714815,2.24353714864288,"a","1",0.51737017952837
0.153373117836515,2.83055269983829,-0.208805509081134,-8.71342122437841,-2.79972129619984,"b","1",0.855604012031108
-1.13813693701195,0.83990320762846,5.97540574416172,0.236834604350435,-2.95219607258909,"a","1",0.785658014938235
1.25381492106993,1.44244161422579,-3.38732862821331,2.59144254679055,0.116211679481548,"b","1",0.95959058846347
0.426464221476814,-2.39387042437737,-3.27965230957465,-3.04570755466125,-1.90595327749253,"b","0",0.643544063204899
-0.295071482992271,0.600263133762747,-1.22390007095334,-5.31536930449576,0.811540229657311,"a","0",0.120301177259535
0.895125661045022,-1.90889787037564,1.76267839049494,-2.40812298891347,-1.96787696779039,"b","0",0.178737930953503
0.878133487533042,-0.916036136193888,2.46333557921222,-6.20210108940193,-3.22024603193978,"b","0",0.0871024162042886
0.821581081637487,1.87120736755921,-2.72380409772554,2.81200718060028,-0.860337535793653,"b","1",0.930508058983833
0.688640254100091,-2.27378622338229,0.381115819048765,2.29801202043323,-2.44842126559343,"b","0",0.126350703183562
0.553917653537589,0.533836501746117,-0.128678933692729,-6.38116603826485,2.17328393464421,"b","0",0.230300912400708
-0.0619117105767217,0.856664078943087,3.5856194112773,-2.49627544628282,-0.669611160762285,"b","1",0.864723079139367
-0.305962663739917,0.109823939679259,3.26757670950616,4.18886422035844,-0.0756814078001015,"a","0",0.386541609186679
-0.380471001012383,3.64437764367083,-0.936842083303563,-0.672236941312298,2.76118265978494,"a","1",0.712395187467337
-0.694706978920513,-2.0446946571505,0.137981299985759,0.0380635698595344,3.71564248483383,"a","0",0.0313855155836791
-0.207917278019599,1.2122605228712,1.95816784020463,1.66896089591201,-0.105900435625041,"a","1",0.784464337164536
-1.26539635156826,-0.177861134901335,-4.9604779097909,2.50733678672308,0.666672401559964,"b","0",0.259884370025247
2.16895596533851,-0.521664487667848,-0.930812896440137,4.82497255483435,2.61819536407281,"a","0",0.162173784105107
1.20796199830499,0.928182467704763,1.72461865200744,3.09026147445449,-0.348924489693301,"b","1",0.992269146023318
-1.12310858320335,-2.04080118136786,-1.56969646314036,-5.5102682562594,-2.08725173021441,"b","0",0.130594379501417
-0.402884835299076,-2.62690183303681,-0.179754604044566,-1.44970770126073,1.98840073232309,"b","0",0.463558612391353
-0.466655353623219,-0.988961750966846,-0.0630226063011208,1.20919398318712,-3.04926907925966,"b","0",0.628648683428764
0.779965118336318,3.5035142995109,-2.17095964294894,-0.436319504472529,-0.490506258299629,"a","1",0.792876051971689
-0.0833690664718293,0.11152954922504,-2.98343950853517,-8.71666112481571,-0.804310155646929,"b","0",0.360405886312947
0.253318513994755,0.662868796455772,-0.599601704994384,-3.03245889997754,-1.04548867273539,"b","0",0.293515612138435
-0.028546755348703,-0.379693275355079,-1.04108346842126,4.05820460529234,-5.50721750829813,"b","0",0.498117252020165
-0.0428704572913161,0.940985463907651,2.50228519698436,0.632188648260741,-1.17380048441466,"b","1",0.922153525985777
1.36860228401446,-1.90335908603429,4.58964663748477,-5.89024175045888,2.53262586145191,"b","0",0.21263828035444
-0.225770985659268,2.31582093313728,-0.0357671380999416,0.863704824918147,-0.937741310066565,"b","1",0.804929161909968
1.51647060442954,1.1694105204827,1.19601597747464,-0.634829892831389,-1.23808637041588,"b","1",0.559180366108194
-1.54875280423022,-1.61290564538341,-0.211245941717187,2.68741549360446,-1.33227896547694,"a","0",0.153463333379477
0.584613749636069,0.109106491623985,1.80407953164339,8.42623440700387,-1.74947858740176,"a","0",0.0263807035516948
0.123854243844614,1.43266323899825,0.655486386836392,-6.06360052425143,0.292043407682001,"b","1",0.762043207651004
0.215941568743973,1.11546196410921,0.709786505580626,-2.0202540879632,1.18556141617525,"a","1",0.948589035775512
0.379639482759882,2.96386803175376,3.33874538284801,-0.555051761369609,2.89741150021322,"b","1",0.886016868520528
-0.502323453109302,-1.2259755097897,-2.96226344818636,-8.54482000153507,-3.13218257701516,"b","0",0.121668227016926
-0.33320738366942,2.23227323098079,4.34359203937648,-0.124879983840636,0.790706661367331,"a","1",0.512588213896379
-1.01857538310709,2.07309601988244,1.04733723653949,-2.37267615164973,-0.306467919926435,"b","1",0.891115830047056
-1.07179122647558,-0.324966263805709,0.542466032136584,8.94241107431856,0.570572037144637,"a","0",0.297964103287086
0.303528641404258,-1.95185338564377,-1.68072555339174,-11.6719048555334,-2.06343453685257,"b","0",0.0108977346681058
0.448209778629426,-2.17829038176903,-0.491632774747588,5.95288467282993,0.0910228352228945,"a","0",0.372180087259039
0.0530042267305041,0.915573915889942,1.12105441329133,4.0320986707645,-2.30722757427546,"b","1",0.631562177557498
0.922267467879738,-0.142253467441789,-6.19114277219527,2.94036651848119,1.31940655277572,"b","0",0.442463863641024
2.05008468562714,3.5582053337029,-1.80456584651428,0.58724797089922,-1.89237963346198,"b","1",0.709145382512361
-0.491031166056535,1.07027592099241,1.75797483691743,-2.84320118081681,0.127094557135818,"b","1",0.71666176430881
-2.30916887564081,-0.743889750326991,-0.883445359055325,4.42252560312647,-4.25446535385832,"a","0",0.0868307217024267
1.00573852446226,-2.05108449699423,-2.40158263645279,-3.54298826014238,0.653933722186154,"b","0",0.764306396478787
-0.709200762582393,-1.1648033492105,-1.90708359340497,2.7790472714475,2.21544579540318,"a","0",0.250931406160817
-0.688008616467358,0.685776785794662,0.70724709724213,1.61055674125855,1.53232575354979,"b","0",0.0645213038660586
1.0255713696967,-0.901869294113301,-4.90449715454253,4.30495278574067,2.1073459646226,"b","0",0.432697991840541
-0.284773007051009,1.02846024046138,2.61368772174662,-2.38618572595397,-2.71188559692298,"a","1",0.997633894439787
-1.22071771225454,-0.668676104339564,-6.50680402330784,-2.3239505119081,-0.338602773146774,"a","0",0.450209632981569
