X1,X2,X3,X4,y
-0.560475646552213,-0.995798724851333,-0.511603722189581,-0.150307477864079,---
-0.23017748948328,-1.03995504376619,0.236937879127631,-0.327757132786462,---
1.55870831414912,-0.0179802405766626,-0.541589171621698,-1.44816529018399,ooo
0.070508391424576,-0.132175132856735,1.21922764704307,-0.697284584551622,ooo
0.129287735160946,-2.54934277475043,0.174135875106149,2.59849023212988,+++
1.71506498688328,1.04057345571938,-0.615268316096478,-0.0374150136340493,+++
0.460916205989202,0.24972573598519,-1.80689296408533,0.91349189044332,+++
-1.26506123460653,2.41620737314833,-0.643681105896039,-0.184526498264729,---
-0.686852851893526,0.685198238051097,2.04601885213282,0.609824296161446,+++
-0.445661970099958,-0.446959308961992,-0.560762421131065,-0.0527268089879745,---
1.22408179743946,2.7973911469581,-0.835999305852858,1.36392195568146,+++
0.359813827057364,2.83222602391551,0.652947502777847,-0.503633417134383,+++
0.400771450594052,-1.21871181629018,0.441293124842934,-1.7090601686817,---
0.11068271594512,0.469031955955424,0.751629056591275,0.898549683127699,+++
-0.555841134754075,-0.21124691863215,-0.277975085155337,-0.237734026494317,---
1.78691313680308,0.187051146554012,1.12265421625967,1.46340758053025,+++
0.497850478229239,0.227542728568814,-1.17260886019801,0.124378266479307,ooo
-1.96661715662964,-1.26190046286905,-0.048876767973659,1.45374084383311,---
0.701355901563686,0.285589580242562,-0.704140337217957,0.350226959507424,+++
-0.472791407727934,1.7492473631418,0.680758638017183,-0.349025479659772,ooo
-1.06782370598685,-0.164090004134803,0.130006761402136,0.725598607819829,---
-0.217974914658295,-0.162926710698454,1.10970808177014,-0.459238429621469,ooo
-1.02600444830724,1.39857200633747,2.05850086898135,1.68475923125394,+++
-0.72889122929114,0.898396240682948,0.140655531724984,0.146584016803509,ooo
-0.625039267849257,-1.64849481838129,-0.534616652198382,-2.02985709292959,---
-1.68669331074241,0.228556973262187,-0.823516726518704,-0.472170080106029,---
0.837787044494525,1.65354723467773,-0.263033982230645,-1.63237192678704,ooo
0.153373117836515,1.41527634991914,-0.0696018363603779,-2.1783553060946,---
-1.13813693701195,0.41995160381423,1.99180191472057,0.0592086510876087,ooo
1.25381492106993,0.721220807112894,-1.12910954273777,0.647860636697636,+++
0.426464221476814,-1.19693521218868,-1.09321743652488,-0.761426888665313,---
-0.295071482992271,0.300131566881373,-0.407966690317779,-1.32884232612394,---
