x1,x2,x3,y
0.287577520124614,0.273622734239325,0.159673980204388,-1
0.788305135443807,0.593866932671517,0.144515851279721,-1
0.4089769218117,0.160184813430533,0.149180392036214,-1
0.883017404004931,0.853430238785222,0.514434259850532,1
0.940467284293845,0.847739157732576,0.492827306268737,1
0.0455564993899316,0.477886812528595,0.616342768538743,-1
0.528105488047004,0.773692122427747,0.447422890691087,1
0.892419044394046,0.295400080503896,0.0556767152156681,-1
0.551435014465824,0.0656281118281186,0.00539630954153836,-1
0.456614735303447,0.44053312484175,0.221834201132879,-1
0.956833345349878,0.462098857853562,0.850963223958388,1
0.453334156190977,0.340934370178729,0.267346206121147,-1
0.677570635452867,0.185140318702906,0.598600273253396,-1
0.572633401956409,0.506997726857662,0.608599697239697,1
0.102924682665616,0.019191030645743,0.992158440407366,1
0.899824970401824,0.773686039494351,0.191189960809425,1
0.24608773435466,0.55966507922858,0.753390584606677,1
0.0420595335308462,0.64146263920702,0.242387337144464,-1
0.327920719282702,0.468432118650526,0.327452220022678,-1
0.954503649147227,0.279223810648546,0.00353549467399716,-1
0.889539316063747,0.461216570343822,0.997424143599346,1
0.6928034061566,0.792738341726363,0.438059504376724,1
0.640506813768297,0.585565576329827,0.997688744915649,1
0.994269776623696,0.394758985843509,0.196719169151038,-1
0.655705799115822,0.811237349640578,0.111476795747876,-1
0.708530468167737,0.318563093896955,0.250736450543627,-1
0.544066024711356,0.581447338219732,0.680476603098214,1
0.59414202044718,0.455488957930356,0.577254296746105,1
0.28915973729454,0.268803449813277,0.416347296210006,-1
0.147113647311926,0.555177204776555,0.729181243572384,1
0.963024232536554,0.231230884324759,0.574189733015373,1
0.902299045119435,0.54323289799504,0.5776351490058,1
0.690705278422683,0.447570141172037,0.589999127434567,1
0.795467417687178,0.130288136890158,0.222928340081125,-1
0.0246136845089495,0.62172598275356,0.103492298629135,-1
0.477795971091837,0.547994283260778,0.736506026936695,1
0.758459537522867,0.149244213709608,0.612403756240383,-1
0.216407935833558,0.559545869240537,0.951212360523641,1
0.318181007634848,0.42688557645306,0.959875865606591,1
0.231625785352662,0.447730098385364,0.744836050085723,1
0.142800022382289,0.833294771611691,0.434830145677552,1
0.414546335814521,0.719587282743305,0.174775137333199,-1
0.413724326295778,0.456886755535379,0.435288068838418,-1
0.368845450924709,0.521264262963086,0.762458187760785,1
0.152444747742265,0.24245707760565,0.919029311044142,1
0.13880606344901,0.0758608346804976,0.906697582919151,1
0.233034099452198,0.391295091249049,0.815512828994542,1
0.465962450252846,0.0131082159932703,0.199752942658961,-1
0.265972640365362,0.867499468615279,0.049625585321337,-1
0.857827715342864,0.992615673691034,0.478948525618762,1
0.0458311666734517,0.7088553882204,0.590393368853256,1
0.442200074205175,0.826715490315109,0.0966202358249575,-1
0.798924845643342,0.891896269517019,0.950890234904364,1
0.12189925997518,0.53941073268652,0.162743138615042,-1
0.560947983758524,0.555313591845334,0.921506262617186,1
0.20653138961643,0.276439883746207,0.127775072818622,-1
0.127531650243327,0.659197925822809,0.662739590508863,1
0.753307864302769,0.243435242446139,0.784041927428916,1
0.895045359153301,0.288266204763204,0.764613161794841,1
0.374462775886059,0.715780958533287,0.672570310533047,1
0.665115194628015,0.727533633122221,0.115665902383626,-1
0.0948406609240919,0.173043038696051,0.851301487535238,1
0.383969637798145,0.306311258813366,0.617961594834924,-1
0.27438364457339,0.369907276704907,0.836411555996165,1
0.814640038879588,0.0777215543203056,0.169928224757314,-1
0.448516341391951,0.713150188792497,0.0102812200784683,-1
0.810064353048801,0.550922729074955,0.323469731258228,-1
0.812389509519562,0.135865396354347,0.269682724494487,-1
0.794342321110889,0.974163694074377,0.825261356076226,1
0.439831687603146,0.561963158892468,0.933661737013608,1
0.754475158639252,0.788409381639212,0.127791483653709,-1
0.629221131559461,0.848914084257558,0.913337606238201,1
0.710182401351631,0.878041774732992,0.605233947746456,1
0.000624773325398564,0.800476373871788,0.400285166455433,-1
0.475316574098542,0.640148486476392,0.665795303415507,1
0.220118885161355,0.628927760757506,0.767599277198315,1
0.379816537722945,0.271409004693851,0.521895700134337,-1
0.612771003274247,0.0299398254137486,0.394507517106831,-1
0.351797909243032,0.41986421495676,0.965786833548918,1
0.111135424347594,0.35543467104435,0.0489855406340212,-1
0.243619472719729,0.392331253970042,0.153308271663263,-1
0.66805558744818,0.171936832368374,0.696839065523818,1
0.417646779678762,0.319642119342461,0.727785873226821,1
0.788195834029466,0.413555064238608,0.108379415469244,-1
0.102864644257352,0.759335696697235,0.464568545576185,1
0.434892741497606,0.271890205098316,0.642125536222011,-1
0.984956979984418,0.115582457045093,0.397110937861726,-1
0.893051114398986,0.0293366149999201,0.990430257050321,1
0.886469060787931,0.806855297880247,0.678708809893578,1
0.175052650272846,0.480126436566934,0.315318457549438,-1
0.130695691565052,0.806247940286994,0.153769260039553,-1
0.653101925039664,0.0790056816767901,0.301251735771075,-1
0.343516472261399,0.115337409544736,0.0945155306253582,-1
0.656758127966896,0.12941628950648,0.0268755068536848,-1
0.320373242488131,0.738748542033136,0.310483304318041,-1
0.187691119266674,0.757098533445969,0.742438868619502,1
0.782294301316142,0.992455308558419,0.960092212306336,1
0.0935949867125601,0.624552987283096,0.415802662726492,-1
0.46677904156968,0.288690108573064,0.522235407261178,-1
0.511505459900945,0.199911774368957,0.0675197287928313,-1
0.59998895926401,0.800917848711833,0.629841805435717,1
0.332823540316895,0.727762710303068,0.353413787204772,-1
0.488613033667207,0.217047974700108,0.42471465212293,-1
0.954473827499896,0.744238505372778,0.963768790708855,1
0.4829023971688,0.866653708275408,0.680998486932367,1
0.890350222121924,0.52940575638786,0.718463884433731,1
0.914438186911866,0.598638546885923,0.170629765372723,-1
0.608734982321039,0.937632332323119,0.203609089134261,1
0.410689776530489,0.950724098365754,0.876549711916596,1
0.147094690939412,0.660532301291823,0.837522525573149,1
0.935299803270027,0.0722865809220821,0.720627042464912,1
0.301228899974376,0.826331578660756,0.28106337110512,-1
0.0607205715496093,0.47954407799989,0.209990896750242,-1
0.947726940037683,0.391228783410043,0.49415031960234,1
0.720596273429692,0.299122775672004,0.521752808243036,-1
0.142294295597821,0.244308249559253,0.219831811729819,-1
0.549284656066447,0.421810131752864,0.763106702361256,1
0.95409123855643,0.937770176911727,0.0245196530595422,-1
0.585483353119344,0.264485116582364,0.711485945153981,1
0.404510281747207,0.568568754009902,0.840887599159032,1
0.64789347932674,0.202184567693621,0.930821072077379,1
0.319820617092773,0.192805626895279,0.662091647274792,-1
0.307720010867342,0.718611745163798,0.269942219369113,-1
0.219767631264403,0.313517895527184,0.21823346032761,-1
0.369488865835592,0.138390127336606,0.867818171158433,1
0.984219203470275,0.0580306977499276,0.0245715517085046,-1
0.154202300822362,0.931099641136825,0.850026724394411,1
0.0910439998842776,0.568338012089953,0.523933076998219,-1
0.141906907781959,0.117770360549912,0.435462701832876,-1
0.690007101511583,0.564794481499121,0.931294746464118,1
0.619256483390927,0.540256182895973,0.164550395915285,-1
0.891394117148593,0.819682518485934,0.378788392059505,1
0.672999092610553,0.70297950389795,0.138044937048107,-1
0.737077737925574,0.567748373607174,0.149721077177674,-1
0.521135725779459,0.721309266285971,0.676447247387841,1
0.65983844967559,0.752444213489071,0.562116155866534,1
0.821805460145697,0.381422596750781,0.471648442791775,1
0.786281551700085,0.28801028127782,0.811100168619305,1
0.979821917368099,0.531683327164501,0.962388532236218,1
0.439431536244228,0.259646071353927,0.515409884043038,-1
0.31170220207423,0.83179031778127,0.703722769627348,1
